"SurveyResponseID","AnswerNumber","TechnologyUses"
3592484,124,"Check/confirm existing travel plans"
3592484,126,"Maps"
3597277,105,"None of these"
3597250,119,"Attractions / Activities"
3597943,175,"Attractions / Activities"
3597943,172,"Maps"
3597943,174,"Accommodation in a different region"
3597924,134,"Directions"
3596417,114,"Internet access"
3596417,115,"Directions"
3597943,170,"General information about the region you were in"
3597250,117,"Weather information"
3597250,118,"Accommodation in the region you were in"
3592484,125,"Weather information"
3596417,116,"Accommodation in the region you were in"
3597943,171,"Weather information"
3597943,173,"Information about amenities/services for the town you were in"
3592484,127,"Overview of NZ regions"
3592484,130,"Flights within New Zealand"
3592484,128,"Information about amenities/services for the town you were in"
3596424,116,"General information about the region you were in"
3596424,119,"Maps"
3596424,121,"Accommodation in a different region"
3596424,120,"Internet access"
3592484,131,"Attractions / Activities"
3592486,121,"Directions"
3596426,135,"General information about the region you were in"
3596424,117,"Check/confirm existing travel plans"
3596426,138,"Internet access"
3592500,133,"General information about the region you were in"
3596424,122,"Event information"
3596426,136,"Check/confirm existing travel plans"
3592486,122,"Event information"
3596426,140,"Event information"
3592484,129,"Accommodation in the region you were in"
3596424,118,"Weather information"
3597959,132,"Weather information"
3597302,130,"Weather information"
3596426,137,"Weather information"
3596426,139,"Accommodation in the region you were in"
3597960,117,"Weather information"
3597959,133,"Maps"
3592500,135,"Maps"
3597960,118,"Maps"
3597960,122,"General information about a different region"
3597336,129,"Access to resources to assist you to plan"
3597960,119,"To meet other travellers"
3597960,124,"Accommodation in a different region"
3592500,134,"Check/confirm existing travel plans"
3592500,136,"Internet access"
3597336,130,"Maps"
3597336,133,"General information about a different region"
3597960,125,"Flights within New Zealand"
3597960,121,"Overview of NZ regions"
3596442,134,"Check/confirm existing travel plans"
3596442,139,"Event information"
3596442,140,"Attractions / Activities"
3597960,123,"Accommodation in the region you were in"
3597336,134,"Information about amenities/services for the town you were in"
3597336,135,"Accommodation in the region you were in"
3596442,135,"Weather information"
3596442,138,"Information about amenities/services for the town you were in"
3597336,137,"Transport/ travel options around New Zealand"
3592500,137,"Directions"
3597960,120,"Compare prices / find deals"
3597336,128,"General information about the region you were in"
3597336,131,"Internet access"
3597336,132,"Compare prices / find deals"
3596442,137,"Internet access"
3596442,136,"Maps"
3597336,136,"Accommodation in a different region"
3592501,131,"Maps"
3596451,112,"Maps"
3597975,106,"Maps"
3597352,96,"None of these"
3597359,100,"None of these"
3596451,113,"Internet access"
3597993,156,"Check/confirm existing travel plans"
3592503,151,"Event information"
3592501,132,"Information about amenities/services for the town you were in"
3596451,114,"Transport/ travel options around New Zealand"
3592503,147,"Weather information"
3592503,149,"Accommodation in the region you were in"
3592503,150,"Transport/ travel options around New Zealand"
3597993,157,"Weather information"
3597993,161,"Accommodation in the region you were in"
3592503,152,"Attractions / Activities"
3597393,128,"Check/confirm existing travel plans"
3592503,148,"Directions"
3597993,155,"General information about the region you were in"
3597993,159,"Internet access"
3597993,162,"Attractions / Activities"
3597393,133,"Attractions / Activities"
3597393,129,"Weather information"
3597393,130,"Compare prices / find deals"
3592518,126,"Flights within New Zealand"
3592519,130,"Attractions / Activities"
3592518,125,"Weather information"
3597393,131,"Directions"
3592518,124,"General information about the region you were in"
3597993,158,"Maps"
3597993,160,"General information about a different region"
3598009,157,"Weather information"
3592519,128,"Internet access"
3597393,132,"Accommodation in a different region"
3592519,129,"Directions"
3592535,152,"General information about the region you were in"
3596483,98,"None of these"
3597395,112,"Maps"
3592519,127,"Maps"
3592535,153,"Access to resources to assist you to plan"
3597418,151,"General information about the region you were in"
3592535,154,"Internet access"
3598009,158,"Maps"
3596551,103,"Maps"
3592535,157,"General information about a different region"
3596551,104,"Transport/ travel options around New Zealand"
3598009,156,"Check/confirm existing travel plans"
3598009,162,"Attractions / Activities"
3592535,158,"Information about amenities/services for the town you were in"
3597418,152,"Check/confirm existing travel plans"
3598009,159,"Internet access"
3592535,155,"Information about Maori culture / cultural activities"
3598009,160,"Compare prices / find deals"
3592535,156,"Directions"
3598009,161,"Directions"
3597418,154,"Compare prices / find deals"
3597418,158,"Attractions / Activities"
3598026,100,"Check/confirm existing travel plans"
3597418,153,"Maps"
3597418,157,"See ratings by other travellers"
3597418,155,"Directions"
3596567,100,"Internet access"
3598023,120,"Maps"
3598026,102,"Maps"
3597418,159,"Suggested itineraries"
3592552,156,"General information about the region you were in"
3592552,157,"Check/confirm existing travel plans"
3592552,159,"Maps"
3592552,163,"Accommodation in a different region"
3596574,119,"Accommodation in a different region"
3598041,161,"Accommodation in a different region"
3592552,164,"Attractions / Activities"
3597418,156,"Overview of NZ regions"
3598023,119,"Weather information"
3598023,121,"Directions"
3596567,101,"Directions"
3596574,117,"Check/confirm existing travel plans"
3598026,101,"Weather information"
3598026,103,"Directions"
3592552,160,"Internet access"
3592552,158,"Weather information"
3592552,162,"Information about amenities/services for the town you were in"
3596574,118,"Weather information"
3592568,110,"Weather information"
3592552,161,"Directions"
3592568,111,"Internet access"
3596583,147,"General information about the region you were in"
3597434,125,"Attractions / Activities"
3598041,162,"Flights within New Zealand"
3592568,113,"Event information"
3597443,146,"Attractions / Activities"
3596583,152,"Attractions / Activities"
3597443,143,"General information about a different region"
3592568,112,"Accommodation in the region you were in"
3596583,153,"Suggested itineraries"
3597443,145,"Accommodation in a different region"
3596583,149,"Internet access"
3596583,148,"Weather information"
3598058,98,"Check/confirm existing travel plans"
3597443,144,"Accommodation in the region you were in"
3596583,150,"Information about Maori culture / cultural activities"
3598058,100,"Internet access"
3598058,102,"Attractions / Activities"
3598058,101,"Compare prices / find deals"
3596583,151,"Overview of NZ regions"
3596590,109,"Check/confirm existing travel plans"
3592584,121,"General information about the region you were in"
3598058,99,"Weather information"
3592584,122,"Compare prices / find deals"
3596590,108,"General information about the region you were in"
3592584,123,"Accommodation in the region you were in"
3596590,112,"Internet access"
3592584,124,"Transport/ travel options around New Zealand"
3592585,130,"General information about the region you were in"
3596590,110,"Weather information"
3592585,131,"Internet access"
3596592,150,"Weather information"
3596592,148,"General information about the region you were in"
3596590,111,"Maps"
3596592,151,"Maps"
3596592,153,"General information about a different region"
3598075,133,"Weather information"
3598075,134,"Maps"
3596599,100,"General information about a different region"
3597459,135,"Weather information"
3597459,134,"General information about the region you were in"
3596592,154,"Accommodation in the region you were in"
3596599,98,"Weather information"
3592587,133,"General information about the region you were in"
3592585,132,"Attractions / Activities"
3596592,152,"Compare prices / find deals"
3596592,149,"Check/confirm existing travel plans"
3596592,155,"Attractions / Activities"
3598075,136,"Attractions / Activities"
3597459,138,"Accommodation in the region you were in"
3592600,114,"Weather information"
3598076,140,"Weather information"
3596599,99,"Internet access"
3597459,136,"Internet access"
3598075,135,"Directions"
3597459,137,"Directions"
3592587,134,"Internet access"
3592587,136,"Accommodation in a different region"
3596601,93,"None of these"
3597461,155,"Access to resources to assist you to plan"
3592587,135,"Directions"
3598076,141,"Internet access"
3596608,121,"Attractions / Activities"
3596608,119,"Weather information"
3592600,117,"Flights within New Zealand"
3598076,142,"Accommodation in the region you were in"
3597461,156,"Weather information"
3597461,158,"Attractions / Activities"
3598077,126,"Weather information"
3598077,128,"Flights within New Zealand"
3596615,112,"Weather information"
3598077,129,"Attractions / Activities"
3592600,118,"Event information"
3592600,119,"Attractions / Activities"
3592600,115,"Maps"
3597461,157,"Accommodation in a different region"
3596608,120,"Directions"
3592600,116,"Information about Maori culture / cultural activities"
3596615,111,"General information about the region you were in"
