"SurveyResponseID","AnswerNumber","iSiteUsage"
3605178,105,"Attractions / Activities"
3606830,83,"Compare prices / find deals"
3606830,84,"Overview of NZ regions"
3606830,86,"Attractions / Activities"
3605491,67,"Attractions / Activities"
3605068,97,"Check/confirm existing travel plans"
3605069,77,"Attractions / Activities"
3606853,108,"General information about the region you were in"
3605069,78,"Suggested itineraries"
3605210,100,"General information about the region you were in"
3606862,108,"General information about the region you were in"
3605210,108,"Attractions / Activities"
3605068,98,"Maps"
3606853,109,"Weather information"
3606853,110,"Maps"
3605210,101,"Weather information"
3605210,102,"Maps"
3606862,109,"Maps"
3605210,103,"Directions"
3605210,109,"Suggested itineraries"
3606862,110,"Directions"
3605071,91,"Information about Maori culture / cultural activities"
3606862,111,"Overview of NZ regions"
3605071,89,"General information about the region you were in"
3606862,113,"Attractions / Activities"
3605071,92,"Attractions / Activities"
3605498,114,"Attractions / Activities"
3605084,72,"General information about the region you were in"
3605084,75,"Compare prices / find deals"
3605071,90,"Maps"
3605498,111,"Maps"
3605210,104,"Information about amenities/services for the town you were in"
3605210,105,"Accommodation in the region you were in"
3605210,106,"Transport/ travel options around New Zealand"
3605210,107,"Event information"
3606862,112,"Information about amenities/services for the town you were in"
3605498,113,"Transport/ travel options around New Zealand"
3605084,76,"Accommodation in a different region"
3605084,77,"Event information"
3605084,78,"Attractions / Activities"
3605507,77,"Attractions / Activities"
3605087,95,"General information about the region you were in"
3605507,76,"Transport/ travel options around New Zealand"
3606869,112,"Accommodation in the region you were in"
3606869,113,"Accommodation in a different region"
3606869,114,"Transport/ travel options around New Zealand"
3605243,98,"Flights within New Zealand"
3605243,99,"Event information"
3606869,115,"Event information"
3605087,98,"Accommodation in a different region"
3605084,74,"Maps"
3605507,74,"Maps"
3605498,112,"Directions"
3605084,73,"Access to resources to assist you to plan"
3605507,75,"Directions"
3605227,104,"Directions"
3605087,96,"Information about Maori culture / cultural activities"
3605087,97,"General information about a different region"
3605243,95,"Maps"
3605243,96,"Internet access"
3605243,97,"Compare prices / find deals"
3605087,99,"Attractions / Activities"
3605243,100,"Attractions / Activities"
3605518,71,"General information about the region you were in"
3605518,73,"Compare prices / find deals"
3605518,75,"Overview of NZ regions"
3605518,74,"Directions"
3605518,76,"General information about a different region"
3605525,100,"Access to resources to assist you to plan"
3605525,103,"Information about Maori culture / cultural activities"
3605525,104,"Directions"
3605525,105,"General information about a different region"
3606894,80,"Suggested itineraries"
3605518,72,"Maps"
3605525,101,"Weather information"
3605525,102,"Maps"
3605294,117,"Weather information"
3605294,119,"Directions"
3605294,121,"General information about a different region"
3605518,79,"Attractions / Activities"
3605525,99,"General information about the region you were in"
3606894,78,"General information about the region you were in"
3606894,79,"Attractions / Activities"
3605294,116,"General information about the region you were in"
3605294,120,"Overview of NZ regions"
3605103,90,"General information about the region you were in"
3605525,106,"Attractions / Activities"
3605103,92,"Attractions / Activities"
3606910,100,"General information about the region you were in"
3606910,101,"Compare prices / find deals"
3605294,118,"Maps"
3605103,91,"Maps"
3605120,96,"Maps"
3606930,122,"Maps"
3606910,103,"Attractions / Activities"
3605559,76,"Maps"
3605121,90,"Maps"
3606930,121,"General information about the region you were in"
3605103,93,"Suggested itineraries"
3605518,77,"Accommodation in the region you were in"
3605120,97,"Information about Maori culture / cultural activities"
3605120,100,"Suggested itineraries"
3605518,78,"Transport/ travel options around New Zealand"
3606910,102,"Accommodation in the region you were in"
3606930,124,"Information about amenities/services for the town you were in"
3605120,98,"Compare prices / find deals"
3605120,99,"Attractions / Activities"
3606930,125,"Attractions / Activities"
3605559,75,"General information about the region you were in"
3605559,77,"Attractions / Activities"
3605121,91,"Attractions / Activities"
3606930,123,"Directions"
3605121,92,"Suggested itineraries"
3605566,87,"Directions"
3606946,98,"Access to resources to assist you to plan"
3605566,85,"Maps"
3605566,86,"Internet access"
3606937,86,"Maps"
3605394,81,"Maps"
3605394,84,"Directions"
3605394,85,"General information about a different region"
3605394,82,"Internet access"
3605566,84,"General information about the region you were in"
3606937,87,"Attractions / Activities"
3605566,88,"Overview of NZ regions"
3606946,99,"Attractions / Activities"
3605394,83,"Compare prices / find deals"
3605394,89,"Attractions / Activities"
3605204,102,"General information about the region you were in"
3605204,103,"Check/confirm existing travel plans"
3605394,90,"Suggested itineraries"
3605204,104,"Access to resources to assist you to plan"
3605204,105,"Weather information"
3605204,107,"Information about Maori culture / cultural activities"
3605204,106,"Maps"
3606953,93,"Weather information"
3606953,94,"Maps"
3605575,73,"Maps"
3605394,86,"Accommodation in a different region"
3605394,87,"Transport/ travel options around New Zealand"
3605394,88,"Event information"
3605566,89,"Transport/ travel options around New Zealand"
3606953,96,"Event information"
3605204,109,"Information about amenities/services for the town you were in"
3606953,95,"Directions"
3605204,112,"Suggested itineraries"
3605575,74,"Suggested itineraries"
3605204,108,"Overview of NZ regions"
3605204,111,"Attractions / Activities"
3605219,69,"General information about the region you were in"
3605219,70,"Overview of NZ regions"
3605219,71,"Attractions / Activities"
3605593,83,"General information about the region you were in"
3605463,112,"Maps"
3605463,113,"Internet access"
3605593,85,"Access to resources to assist you to plan"
3607021,93,"Directions"
3607021,95,"General information about a different region"
3605593,86,"Maps"
3607021,92,"Maps"
3607021,99,"Suggested itineraries"
3605204,110,"Event information"
3605463,114,"Information about amenities/services for the town you were in"
3605463,115,"Transport/ travel options around New Zealand"
3607021,96,"Accommodation in the region you were in"
3607021,97,"Event information"
3605593,84,"Check/confirm existing travel plans"
3605593,87,"Compare prices / find deals"
3605593,88,"Attractions / Activities"
3607021,91,"General information about the region you were in"
3607021,94,"Overview of NZ regions"
3607021,98,"Attractions / Activities"
3605609,111,"Information about Maori culture / cultural activities"
3605609,112,"Directions"
3605497,94,"Directions"
3605609,113,"Accommodation in the region you were in"
3605609,114,"Event information"
3605236,82,"Information about amenities/services for the town you were in"
3605236,83,"Transport/ travel options around New Zealand"
3607028,71,"Transport/ travel options around New Zealand"
3605497,95,"Accommodation in the region you were in"
3605236,80,"General information about the region you were in"
3605497,96,"Event information"
3605609,110,"Maps"
3605236,81,"Maps"
3605497,91,"Weather information"
3605497,92,"Maps"
3605497,93,"Internet access"
3605497,97,"Suggested itineraries"
3605623,104,"Suggested itineraries"
3605238,78,"Directions"
3605511,92,"Access to resources to assist you to plan"
3605511,95,"General information about a different region"
3605511,97,"Suggested itineraries"
3605623,101,"Accommodation in the region you were in"
3605623,102,"Accommodation in a different region"
3605623,103,"Attractions / Activities"
3605238,77,"General information about the region you were in"
3605238,79,"Attractions / Activities"
3607037,78,"General information about the region you were in"
3605511,94,"Overview of NZ regions"
3605511,96,"Attractions / Activities"
3605648,103,"Compare prices / find deals"
3605648,104,"Information about amenities/services for the town you were in"
3605648,105,"Transport/ travel options around New Zealand"
3605648,106,"Event information"
3609829,98,"Accommodation in the region you were in"
3605623,100,"Maps"
3605511,93,"Weather information"
3607037,79,"Maps"
3605648,101,"Weather information"
3605648,102,"Maps"
3609829,97,"Maps"
3605253,120,"Weather information"
